ids, screen_name, followers, retweet, inreplyto, favorite, friends, listed, text
3015129113,beastard49,81,928,,0,450,2,RT @starcrosswolf: Comey &amp; Lynch protected Clinton from being prosecuted for her crimes. Mueller hired Clinton lawyers to Protect Comey &amp; g…
21707139,JLownLaw,5289,1,,0,5746,389,"RT @throwin_stones: @PoliticusSarah Don't be fooled by Kasick. He's OK on an issue or two, but a typical R. Wants to be the R anti-Trump. H…"
750682349847797760,Mikebattuello,414,0,,2,1165,2,Legal experts are saying Mueller is moving very fast for an investigation this complex - because he knows the damag… https://t.co/8o6WBnu08x
2194241613,ex_proc,124,2,,0,313,27,RT @JamesFourM: @redf0cs @b_ofrights @MontanaSkullzx5 @redfocs @Strong2Gether1 @dangwhat48 @perlmutations @kittenninja42 @LincolnsBible @ni…
2515419270,KellyKaufman08,112,244,,0,361,1,RT @washingtonpost: Analysis: Trump’s sloppy handling of his Russia problem is coming back to bite him https://t.co/Y5DOs7dWTY
27129267,jenniferlaing,50,0,,0,267,2,Trump to look at even stricter cap on refugees (from @AP) https://t.co/LdFxbr68DT
887879076400254976,KVatrenka,150,4166,,0,245,1,"RT @JoshSchwerin: We read Hillary's Chairman's emails and learned about risotto.

We read Trump's Chairman's emails and learned about secre…"
21113258,jaydoll51,16408,7969,,0,16265,287,"RT @beccamerlot: I'm in the doctor's office and trump's UN speech is on tv and this lady, at least eighty years old yells, he's so full of…"
252353889,MaryL1964,3192,198,,0,3181,78,"RT @TrueFactsStated: To be fair, Trump does need to cut her medical care to fund his tax cuts. So there's that. https://t.co/nrpzWsj1DD"
1242611227,ShortTreasuries,850,0,,0,440,73,"Siegel w/ @MarcoMNYC for 2,700&gt;Stocks could rally 10% into year's end thanks to the Trump effect, says Jeremy Siegel https://t.co/1rcN1j9AdH"
46816408,mercurygirl7,1912,663,,0,1790,131,RT @DemWrite: Trump's judicial nominees share a troubling anti-LGBTQ track record. The goal's clear: overturn marriage equality. 👇🏽https://…
750718741927735296,Safe5pace,617,5,,0,1076,7,"RT @Kaladious: BREAKING: Media KNEW Trump’s Wiretap Claim Was TRUE, Lied to the Public - https://t.co/BRKNWif9yC"
565408085,chankadoo,47,1834,,0,55,0,"RT @TomiLahren: My friend had an Uber driver play ""F Donald Trump."" Imagine if an artist had an ""F Obama"" song. The double standard is amaz…"
136487125,Jerzygma,2539,169,,0,1930,8,"RT @AnnaApp91838450: https://t.co/3tDxPI4NPD
The 3 STOOGES CORRUPT CRIMINAL LYING DEMOCRATS 👎😠TRIED TO DESTROY AMERICA GOT CAUGHT TRYING TO…"
631983890,Badgersbane,2127,596,,0,3074,116,"RT @Impeach_D_Trump: Trump: ""Obama Illegally Wiretapped Trump Tower"".

Truth: The DOJ Legally Wiretapped Paul Manafort.

How is that vindic…"
3246376391,HeReHeReIsAy,151,230,,0,215,1,"RT @NatashaBertrand: 1) Manafort allegedly disappeared w/Deripaska’s $$—not vice versa. 
2) He suddenly stopped trying to collect after Tru…"
852338884734267398,Vontaeeeee,98,0,,0,636,0,Because That Ain't Git Shit To Do With Trump Dumb Ass. https://t.co/zEzqQzAi4k
155658192,bmaz,5143,15,,0,4,273,RT @ColinKahl: Bill Burns worked at the highest levels at the State Depar for Presidents of both parties. Read his latest on Iran.  https:/…
892201010416013314,Vic_Vic_Who,924,15,,0,1563,0,"RT @_CFJ_: @TheEllenShow: Trump is ""dangerous... for me personally as a gay woman""
https://t.co/2okUGj6JkI

Your hypocrisy has been duly no…"
15700656,DustyDogDigi,191,11,,0,390,12,RT @GottaLaff: Look who has email issues now👉🏼 Manafort contacted Ukrainian operative using Trump campaign email https://t.co/OdbEfs30W2
15517902,buzzblog,4141,0,pewresearch,1,882,283,"@pewresearch Trump: ""Why do I care what they think in Philadelphia?"""
2872623043,max007ab,55,0,,0,172,4,Russia Investigation Requested Donald Trump White ... https://t.co/kQeQTXNgpb
61595217,jusdreday,7755,52,,0,2463,71,"RT @ProvaxShill: @LindseyGrahamSC Insurers say your bill harms coverage for preexisting conditions   so you, like Trump, are a liar. https:…"
751164121681321984,LABPolitics,470,175,,0,228,32,"RT @HuffPost: Trump pick for federal judge: transgender children show how ""Satan's plan is working"" https://t.co/KO4WJA4asZ https://t.co/lB…"
548400502,mariesshi07,324,576,,0,242,0,"RT @judygarci: Sharp, pointed noses, light skin &amp; light eyes will always trump the flat noses, tan/dark skin &amp; brown eyes that most Filipin…"
1413793885,sandrapatriot,9319,4529,,0,10093,236,RT @SheriffClarke: As an American I find it gratifying that in @realDonaldTrump we have a leader who gives meaning to being an American htt…
510120656,qnoftherealm,24525,1,,2,16720,432,Obama Stooge James Clapper NOW Admits Trump Wiretapped – Truthfeed https://t.co/NWBjOFdQ92
796435299303886848,GuiltyNightEmi,28,0,SeibaaHomu,1,125,2,@SeibaaHomu It's the Democrat's fault for abandoning the rural working class in small towns like that in favour of… https://t.co/AdGA1dcNdn
407807940,SmartBlondiey,2532,1,,0,4492,84,RT @Hopp359: @NatashaBertrand @SmartBlondiey Maybe trump's emails should be investigated. Maybe Russia knows of 1000s of emails they can fi…
39327538,jffree1,4511,538,,0,4978,142,RT @Thomas1774Paine: BREAKING: Trump White House Ramps Up Plans To Deport Unaccompanied Illegal Teens https://t.co/Liy74YVLgg
17118025,verysmallanna,4031,5,,0,5001,213,RT @shitshowdotinfo: trump is the empire without its mask and really nothing more complex (h/t @kenklippenstein) https://t.co/YqxzmTfF2Y
32696985,NORCALNEWSNET,170,914,,0,837,2,"RT @jdice03: Here's a picture of WH Chief of Staff John Kelly at the moment Trump said, ""We will have no choice but to totally destroy Nort…"
824334765516058628,LJden1,1417,31,,0,1939,1,RT @DonnaWR8: @reallyo1 @TheMeemStreams @SteveBannen @POTUS @StacyLStiles @starcrosswolf @TrumpsBlonde @thebradfordfile @TheLeftIsRacist @A…
97989357,Nuevomedio,5876,0,,0,0,2628,RT @ai_magazine: Assistant Editor Elizabeth Delehanty talks Trump and infrastructure in the newest industry observation. Read here: https:/…
845681715066613761,CheezyBorger,4097,1,,1,4006,3,"Sharyl Attkisson digs deeper: It looks like Obama spied on Trump, just as he spied on me https://t.co/mvBjwOpRJH"
889753225,AmericanRosie,7910,991,,0,7872,103,"RT @CharlieDaniels: I agree, Trump shouldn't have called Kim Jung Un
Rocket Man
He should have called him Murdering Scum Bag."
869860358156144641,AngeloSpanio,379,7,,0,4335,10,RT @FGunay1: @realDonaldTrump Trump gave a summary of the history of the United States. Threats of destruction &amp; genocide sums up US histor…
828370217856176129,shershah54,8,0,ABCPolitics,0,41,0,@ABCPolitics Rouhani is right! Trump delivered speech full of hatred &amp; vitriol against Iran &amp; NK. Nothing of substa… https://t.co/8CTnMsS58h
741834747773472768,DylanMoorefit,378,11,,0,106,0,RT @infowars: Watch LIVE! Trump To Give Some Strange Support... https://t.co/L3McAmobgu #RealNews #ThursdayThoughts
403825519,PhilipPacheco,157,0,,0,604,4,The Contradiction Buried in Trump’s Iran and North Korea Policies https://t.co/UPpRO89fQZ
31655327,OneJusticeOrg,2330,4,,0,673,153,RT @AILANational: Associated Press: California sues Trump administration to prevent #borderwall https://t.co/NdojqVtGKt
827875687335878656,Caroli0909,175,11,,0,217,0,"RT @os4185: BREAKING: Media KNEW Trump’s Wiretap Claim Was TRUE, Lied to the Public | 24HoursNews https://t.co/QtIgBu8nTH"
1547493644,TenaciousEye,2642,16,,0,4107,133,"RT @thegidget33: @ABCPolitics @paulafaris Unless @seanspicer starts exposing the corruption of the trump admin, stop giving him a platform.…"
1078492333,LaddEveritt,1313,307,,0,247,40,RT @Amy_Siskind: 80% of nominations for top jobs in the Trump administration have gone to men - moving us decades backwards  https://t.co/p…
762764227052392449,BenFrankB,490,0,,1,1116,7,"Make America Grovel Again #MAGA 
Is this really what you Trumpsters want? It is not what Trump promised.
More Trump… https://t.co/y4WtFCLgsP"
3301954655,karmadcha,3039,9,,0,4220,29,RT @InGodIDoTrust: Just put her in jail already so she will shut her pie hole. https://t.co/sECZqIyfNB
4721621234,TheTrumpForum,6240,0,,0,525,15,Mueller is on Trump's side? https://t.co/W5GuE0gSPu
1439067241,VegasRenegade,2239,85,,0,4376,202,RT @MotherJones: The GOP is footing Trump Jr.’s lawyer bills. Is that legal?https://t.co/QG8QJy8Iu8
318613146,furbyoflove,215,0,LIRIK,0,578,34,@LIRIK This is BS. Trump said it is all a hoax made by the chinese and I believe him.
604579484,jimchambers2,665,0,,0,669,22,Former agent warns the Secret Service has a troubling obsession that's putting Trump's life in serious danger https://t.co/WCTL4JYxBx
900342256707796992,BucheDetector,31,0,TRUMP_NAMVET,0,186,0,"@TRUMP_NAMVET @mosesbread72 Fuck off, idiot"
838127611733692416,JennyPho3,99,459,,0,333,0,RT @Franklin_Graham: What do the leaders of North Korea &amp; Iran have in common w/ liberal media in the US? They all hated @POTUS Donald Trum…
191540911,vegan_gal,250,0,,0,75,29,"You may be able to fool Trump supporters, Spicey, but the rest of us don’t buy your excuse. https://t.co/iQqvJq90uO"
83841942,elgomes15,473,3741,,0,529,59,RT @JackPosobiec: I'm just going to say it - the whole Russian conspiracy theory is likely just to cover the fact they spied on Trump
15762332,additionad,38,4139,,0,429,0,RT @JackPosobiec: BLM invited on stage at a Trump rally to speak. CNN won't show when America unites https://t.co/OCxFXhpfbV
2814630924,sudeepkhatri,4436,7,,0,2448,3610,RT @MarkGoulston: We're not asking Trump to exercise restraint... which he can't. We're just asking him to pause and reflect before he reac…
28286857,Bara_no_Seidou,118,307,,0,74,19,RT @Amy_Siskind: 80% of nominations for top jobs in the Trump administration have gone to men - moving us decades backwards  https://t.co/p…
801468882754019328,MaryQueenfspots,2273,2370,,0,3677,25,RT @olgaNYC1211: Mueller looking into Manafort's past 11 years.. Know what else happened 11 years ago? Manafort moved into Trump Mob Towers…
135954338,profelattar,269,146,,0,290,9,RT @foxnewspolitics: James Clapper: 'It's possible' that Trump's voice was picked up by Manafort wiretap  - via @dcexaminer https://t.co/AS…
774610524424155136,linda_padula,216,0,jamiewiretalk,1,480,1,@jamiewiretalk @StacyLStiles @realDonaldTrump @HillaryClinton @crusher614 @afbranco @TrumpGirlStrong @mikandynothem… https://t.co/wcTh9IB3xZ
882278866441687040,EllisOtter,174,2059,,0,392,6,"RT @DanScavino: .@EricTrump &amp; @LaraLeaTrump brought Luke by Trump Tower to hang out w/ family. President @realDonaldTrump, @FLOTUS, @Ivanka…"
1383647425,TottenBill,1174,45,,0,81,173,RT @Amoney666: Trump Just Blocked a Woman With Stage 4 Cancer For Tweeting Her Opposition to GOP Health Care Plan https://t.co/kGHj0qxcQI
111210765,ryo694,1338,150,,0,4988,84,"RT @FoxNews: 71% of Americans Support Trump's Deal With Dems to Keep Gov't Open, Fund Hurricane Relief, Poll Finds
https://t.co/7479NgCEES"
4692948205,_yunggolden,475,69504,,0,180,8,RT @lustforgays: melania when trump dies https://t.co/KudjG5AJiK
3882585913,micheleremonde2,1704,1205,,0,553,16,"RT @GeorgiaDirtRoad: Why couldn't we have just went from Reagan straight to Trump &amp; skipped these other loser presidents?

No more sissy pr…"
69088703,Liam1957,318,227,,0,832,41,RT @KeithOlbermann: NEW: POTUS of Double Standards. Trump can tweet 'Obama's racist' without the government trying to get him fired https:/…
1381116980,weldon_r,331,26,,0,150,1,RT @FoxBusiness: Trump says US will be putting more sanctions on North Korea https://t.co/R5jUntqUS8
873777345240477696,TrumpMuv2Russia,204,0,PostWorldNews,1,530,2,"@PostWorldNews Putin is going to demand Trump hand over the US Citizen detained fighting for ISIS to Assad, Trump w… https://t.co/nkdzbIGZFh"
863433563911458817,44POTUSsucks,134,129,,0,268,0,RT @DBloom451: Trump must be doing well at UN cuz #MorningJoe is back to RUSSIA! RUSSIA! RUSSIA! #FakeNews from @nytimes and @washingtonpos…
1961516672,jaushouse,654,5,,0,1410,13,RT @FLGatorKing: Is there anything more exciting than the possibility of Trump's election being invalidated &amp; Harambe rightfully installed…
866153478443245568,JamesSm24512691,236,130,,0,556,3,RT @ericgarland: Trump associate Sater was FBI informant as part of plea deal. Awkward! https://t.co/pmVMgsUFkh
18299467,DianeNC,181,4606,,0,253,2,"RT @AmyMek: SILENCE FROM FAKE NEWS

Trump has opened our 1st permanent military base in Israel! This would NEVER have happened under Anti-S…"
829468202480594944,thebeadingnana,1019,105,,0,1181,6,RT @TrueFactsStated: I think it's related. Actual proof that Trump was in communication with Russians re election hack. https://t.co/Ykmnp0…
2565303782,StephenAlley64,4790,8,,0,5151,73,RT @MyPlace4U: @CNN Looks like they have Nada on Trump or campaign collusion if they have to go back 11 years just to get something on Mana…
964423262,NateRva,1913,695,,0,3279,42,"RT @PoliticalShort: In 2016, Obama officials searched through intelligence on U.S. citizens a record 30,000 times, up from 9,500 in 2013 ht…"
182150599,joshmcgilll,733,69504,,0,649,2,RT @lustforgays: melania when trump dies https://t.co/KudjG5AJiK
709828169,Purplegarter1,5016,34,,0,2950,1074,"RT @tparti: Other than the legal fees news, the RNC also reported spending $47,000  at Trump International Hotel https://t.co/pA8upStEqk"
232678279,BinBerlinerIn,7693,1,,0,5646,504,RT @WiPoKuLi: #Trump’s #UN Speech https://t.co/op3wYuFfHx
1430655745,mcsteve20,962,0,,1,883,24,Here's a thought: change your business model to adapt to the changing market.  Or just blame Trump. https://t.co/SmYJi2av3a
55855345,J_B_ROSE,83,231,,0,491,4,"RT @laurenduca: If ""the media"" was a liberal info machine, there'd be a full-fledged narrative about how Trump might have dementia (see als…"
772590806096080900,Girl5Tenn,219,37,,0,91,14,"RT @christoq: China to Trump: STFU about North Korea, you're not helping &amp; the chances for peace just decreased thanks to you.
https://t.co…"
1945421606,ChocolateLavaC1,968,23,,0,1288,158,RT @SputnikInt: @realDonaldTrump DETAILS: #Trump might order a strike against #NorthKorea https://t.co/l1ijxVK7nX
808726665207496704,UsuckMicrosoft,416,2,,0,76,1,"RT @ShutItUpAnese: @CBCCanada And yes, Trump has emboldened those who hate. He gave them a green light &amp; is actively encouraging bigotry (i…"
27968428,tsimsparker,550,0,repjoecrowley,0,209,35,@repjoecrowley It covers ore-existing Trump tweeted that last night! Why mislead?
757703840669904896,IminHisbook,7825,1,,2,8354,5,"Sanity in our schools. It couldn't happen, could it?
 https://t.co/Ro72Kcc3iS"
885798834,gmomo33,160,780,,0,221,19,"RT @NewtTrump: Yep. They were banking on Hillary winning and thought their spying would never be exposed. When Trump won, they had to cover…"
831891230237786112,YourLastTerm18,5737,30,,0,5425,23,RT @didikins4life: Michigan candidate tests whether Democrats can reclaim Midwest from Trump and GOP https://t.co/8EXYwxinUv via @USATODAY…
788915123012395008,BinderFaith1,280,129,,0,616,6,RT @TrickFreee: Got him @RogerJStoneJr . #citizens4trump #stopthesteal  https://t.co/LDF3LxMESf via @politico
16042794,GuardianUS,195156,3,,3,712,5897,All the president's men. https://t.co/6fdaNaLpUr
834986242659921920,Wolfspirit_73,957,0,vonnmonaco,0,1055,3,"@vonnmonaco If you look at what Trump is doing my campaigning for Luther Strange is he crazy? 
He is a Swamp Rat Ro… https://t.co/PvPIaSyTY5"
117197740,GreeneyedMinx2,2019,582,,0,3248,39,RT @katxarielle: Lib harassing #Trump guy wearing #MAGA hat https://t.co/UEG9ayX4aI what happened to the party of tolerance? 🤔 #MondayMotiv…
3568469379,annk1122,1372,36,,0,2389,34,"RT @Craftmastah: When you couple the #unmasking of the Trump team by Obama political appointees along w/wiretaps of TT, this is a scandal o…"
383784130,mycharlotte5244,119,556,,0,148,3,RT @carlreiner: So grateful to Rachel Maddow who tonite with the help of the NY Times &amp; Wash Post described how Trump &amp; pal Manafort plan t…
850694181785829376,Headsandtails4,4,0,GCando1,0,118,0,@GCando1 @etbrooking @SenateMajLdr @LindseyGrahamSC Lets call it what it is. You're just plain selfish. If you are… https://t.co/4J22GpBfPm
634686904,CASuperrunner,8835,32,,0,5771,223,RT @TruthFeedNews: Obama Can’t Get Over the Fact He’s Not President Anymore in Cringeworthy Speech https://t.co/tvx3QoyN2O via @truthfeedne…
17721912,elk_l,3644,0,,1,5002,139,"Melania Trump condemns bullying at UN luncheon remarkably without dealing with the world's biggest bully @POTUS
https://t.co/nDE3GzDPEL"
3315070480,Harrislaoshi,41,0,NRO,2,211,6,@NRO @jimmykimmel @theodorekupfer Why won't Donald Trump stick to reality shows and real estate?
829143965790187520,1scaredgirlusa,321,323,,0,280,1,RT @DrJillStein: Melania Trump gave an anti-bullying speech at the UN. After Donald Trump's bullying-on-steroids speech at the UN.
795885534690373632,LouisaAvery8,2675,7,,0,386,15,"RT @ReflectionsofJM: 🆕Witch Hunt Update🆕
 Crooked Mueller Now Wants Documents Related to Trump White House Policy Decisions

🐦⏬🐦⏬🐦⏬🐦⏬🐦 http…"
702874160528121856,CristalLorianne,1909,134,,0,582,175,"RT @BreitbartNews: A Strange defeat “could prompt some GOP senators to retire to avoid facing the wrath of anti-establishment voters” 
 htt…"
3144779194,TRACEY63WEST,691,260,,0,2086,30,"RT @Impeach_D_Trump: Trump says 1) Obama 2) illegally 3) tapped ""his"" wires at Trump Tower.

Story says 1) the FBI 2) legally 3) tapped Man…"
20792657,Gundisalvus,4521,8,,6,2542,167,This may be the biggest Trump/Tillerson diplomatic breakthrough you'll never about today--like FEMA's strong respon… https://t.co/TQliO4L4iO
3246208236,biaanncaa_g,149,122,,0,165,1,RT @CNN: Special counsel Robert Mueller has requested documents and info related to events during Donald Trump's presidency https://t.co/iS…
122215980,IndifferentCow,431,659,,0,598,2,"RT @funder: Russian who Manafort offered Trump campaign briefing to is $1.6 billion richer since election—this was back in March
https://t.…"
760231840309477377,Ejboudreaux3,180,33,,0,264,1,RT @AnnCarolPerry1: Alabama Radio Host to Trump: We Love You and We Support You But Don't Tell Us Who to Vote For - Breitbart https://t.co/…
4012856212,PirahnaDinsdale,409,985,,0,183,8,"RT @KeithOlbermann: Yet again, I'd like to apologize to the world for Trump. We have elected a 6-year old. We will be removing him as soon…"
23836781,nonconfromist,822,0,hardhouz13,0,2148,26,"@hardhouz13 It might be if you're not currently a victim of the earthquake, the hurricanes, the healthcare debacle,… https://t.co/FRDusf5Vlg"
2690969066,Tangleoak1,856,50,,0,768,4,RT @4everNeverTrump: It seems that @PreetBharara was fired because he didn't return Trump's phone call... https://t.co/xCUvch2XZq
747420327660101633,Trumppatriot2,247,17,,0,625,33,RT @realDennisLynch: Megyn Kelly tells Ellen that Trump influenced her to leave FOX. Video: https://t.co/FxFdYAAhDw
15293839,mikecrooks,3585,1,,0,5000,113,"RT @Truthteller1349: FBI Whistleblowers:  Mueller Using Evidence from Illegal Wiretapping, Including GHCQ taps, to Build Case on Trump Base…"
727760004875423745,judithblouise,64,433,,0,92,1,"RT @davidfrum: Important piece. Conservatives are praising Trump’s loud tone at UN, overlooking his weak substance https://t.co/abRRR7KuRU"
322234897,stillwaters1029,2139,0,,0,2984,78,Black Employees At Trump DC Hotel’s Steakhouse Allege Racial Discrimination https://t.co/0USQz5A3nZ via @TPM
851235026188607489,SandraE_NYgirl,36,1,,0,100,0,"RT @sumbodysbabygrl: @CharlesMBlow money on. Meanwhile, the GOP Congress turns a blind eye while Trump &amp; his swamp picks drain our coffers…"
801662083,raiderjim40,441,2509,,0,219,0,RT @TomiLahren: Waiting for the Libs to cry that President Trump was too mean to the UN and he loves America too much.
270907352,MBradders2,521,12,,0,1603,59,RT @DailyMailUK: Donald Trump snubbed request from Theresa May during private talks to be told his decision on Iran nuclear deal https://t.…
2280896059,Bill55P,134,1,,0,87,21,"RT @LTWJourno: It looks like Obama did spy on Trump, just as he apparently did to me

https://t.co/PVEdfk1rqp"
1924692518,KSITESL,2650,56,,0,4656,96,"RT @BigAlDell: @TrueFactsStated Hubris will be their downfall. Trump, Pence, Ryan, Don Jr., Ivanka &amp; on &amp; on. They can think what they want…"
1234898832,maryannwinck,203,0,smerconish,0,1439,2,@smerconish @realDonaldTrump President Trump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
897576906224263168,COOLBRE02671649,15,0,,1,28,1,Has anyone noticed how Trump supporters tweets slow down during WORKING hours ?  Wonder why that is ?    #thursdaythoughts
825490651768696832,VV4994,30,104,,0,107,0,RT @mtredden: Trump's political appointees are 80% men. It's the most male-dominated government in at least 24 years: https://t.co/ktZZqOnO…
94132483,jetrotter,3260,1214,,0,5001,42,"RT @_Makada_: Liberals want to impeach Trump for mispronouncing the African country Namibia as ""#Nambia"" but most libs can't even find Afri…"
442911106,UnderstandPrej,17123,0,,0,5,212,Dreamers Sue Trump Administration for Ending DACA https://t.co/fSb0AQA0FW
2688271878,sisrum,604,238,,0,401,12,RT @peterdaou: He tries to fly under the radar but just a reminder that #MikePence fully supports Trump's views. https://t.co/OPQyAUd75g
23381863,AliD123,19,0,,0,56,6,"It may sound as a cliche, but this article is spot on. Persistence, determination, and hard work will Trump IQ any d…https://t.co/U6dGIAZbuE"
412780348,trumpy17,6229,3,,0,3677,6,"RT @trumpy17: https://t.co/OZnKiqWMGH
@trumpy17 @AlwaysIntegrity @Aldebaran519 @cactusflower81 @DMHord1 
@lucianomoca @TrumpIsTheBoss3 
Lis…"
1462278134,SR1DD,6000,0,,0,5787,52,Trump to unveil additional sanctions on North Korea https://t.co/K8h86gNs7a
731343204751167489,LeisenStephanie,226,71,,0,764,1,"RT @DrDenaGrayson: 🔥Fmr top CIA CoS👉🏼Mueller🇺🇸probing if Manafort &amp; Flynn are #Russian🇷🇺plants and did Trump KNOW when he OBSTRUCTED‼️

htt…"
